,target,num_characters,num_words,text
2335,0,235,55,uncl boy i need movi oh guid me plu you know torrent are not particularli legal here and the system is slow down what should i do have a gr8 day plu have you start co i dont meet you onlin how wa the honey moon
2336,0,26,9,oh ya ya i rememb da
2337,0,114,24,btw regard that we should realli tri to see if anyon els can be our 4th guy befor we commit to a random dude
2338,1,121,26,for ur chanc to win cash everi wk txt play to t c custcar 08715705022
2339,0,45,13,i not busi juz dun wan 2 go so earli hee
2340,0,78,18,rightio it is then well arent we all up bright and earli thi morn
2341,0,51,14,great i in church now will holla when i get out
2342,0,82,19,back in brum thank for put us up and keep us all and happi see you soon
2343,0,28,6,i donno if they are scorabl
2344,0,85,20,lt gt great loxahatche xma tree burn updat you can total see star here
2345,0,46,13,ye but i dont care i need you bad princess
2346,0,183,42,the guy kadeem ha been sell sinc the break i know one other guy but he paranoid as fuck and doe like sell without me there and i ca be up there til late tonight
2347,0,105,27,tmr then ü brin lar aiya later i come n c lar mayb ü neva set properli ü got da help sheet wif ü
2348,0,28,14,do u knw di no lt gt
2349,0,25,6,then she dun believ wat
2350,0,23,7,k give back my thank
2351,0,74,17,i know complain num onli bettr directli go to bsnl offc nd appli for it
2352,0,50,15,okay i seen it so i should pick it on friday
2353,0,28,7,how much she pay suganya
2354,0,44,13,left dessert u wan me 2 go suntec look 4 u
2355,0,88,22,abeg make profit but it a start are you use it to get sponsor for the next event
2356,0,25,6,onum ela normal than
2357,0,29,8,how is your sister kid
2358,0,39,12,cool i text you when i on the way
2359,0,46,11,nope meanwhil she talk say make i greet you
2360,0,64,14,i cant talk to you will call when i keep call
2361,0,15,3,anyth lar
2362,0,126,25,rose need water season need chang poet need imagin my phone need ur sm and i need ur love frndship forev
2363,0,105,29,good afternoon babe how goe that day ani job prospect yet i miss you my love sigh
2364,0,49,11,they will pick up and drop in no problem
2365,0,30,8,think he is wast for rr
2366,0,23,5,he is world famamu
2367,0,84,19,is there come friday is leav for pongal do you get ani news from your work place
2368,0,67,17,lol well do do it without me we could have a big sale togeth
2369,0,14,5,am on my way
2370,0,68,17,eat at old airport road but now 630 oredi got a lot of pple
2371,0,37,9,sri ca talk on phone with parent
2372,0,25,7,ok lor wat time ü finish
2373,0,84,24,princess i like to make love lt gt time per night hope that not a problem
2374,0,29,8,mm i am on the way to railway
2375,0,201,48,i done i sorri i hope your next space give you everyth you want rememb all the furnitur is your if i not around when you move it just lock all the lock and leav the key with jenn
2376,0,137,35,not yet just i like to keep in touch and it will be the easiest way to do that from barcelona by the way how ru and how is the hous
2377,1,116,25,sppok up ur mob with a halloween collect of nokia logo pic messag plu a free eeri tone txt card spook to 8007
2378,1,167,33,urgent call 09066612661 from landlin your complementari 4 tenerif holiday or cash await collect sae t cs po box 3 wa14 2px 150ppm sender hol offer
2379,0,33,13,do it at even da urgent
2380,0,101,23,pansi you been live in a jungl for two year it my drive you should be more worri about
2381,0,45,9,mm have some kanji dont eat anyth heavi ok
2382,0,124,31,onli if you promis your get out as soon as you can and you text me in the morn to let me know you made it in ok
2383,0,84,20,lol that differ i do go tri to find everi real life photo you ever took
2384,0,42,9,i dont thnk it a wrong call between us
2385,0,78,20,k ill then what do i need sr model pl send it to my mail id pa
2386,0,70,17,aiyah e rain like quit big leh if drizzl i can at least run home
2387,0,121,31,i have 2 doc appoint next week i tire of them shove stuff up me ugh whi could i have had a normal bodi
2388,0,81,21,dun b sad it over dun thk abt it alreadi concentr on ur other paper k
2389,0,42,8,greet me consid yourself excus
2390,0,245,47,no drama have had enough from you and famili while i am struggl in the hot sun in a strang reason whi there should be an ego of not go not invit when actual it necess to for veri seriou reppurcuss
2391,0,66,12,they releas anoth italian one today and it ha a cosign option
2392,0,139,31,you at mu you should tri to figur out how much money everyon ha for ga and alcohol jay and i are tri to figur out our weed budget
2393,1,149,28,winner as a valu network custom you hvae been select to receiv a reward to collect call valid 24 hour onli acl03530150pm
2394,0,167,31,hcl chennai requir fresher for voic english upto lt gt lt gt for telephon interview
2395,0,51,14,dai what thi da can i send my resum to thi id
2396,0,55,19,i know where the lt gt is i be there around 5
2397,0,30,8,yup i finish c ü there
2398,0,36,7,rememb to ask alex about hi pizza
2399,0,28,8,no da today also i forgot
2400,0,306,79,ola would get back to you mayb not today but i ve told him you can be hi direct link in the us in get car he bid for onlin you arrang ship and you get a cut or u for a partnership where u invest money for ship and he take care of the rest u wud b self reliant soon dnt worri
2401,0,202,42,fwiw the reason i onli around when it time to smoke is that becaus of ga i can onli afford to be around when someon tell me to be and that appar onli happen when somebodi want to light up
2402,0,160,42,hello my boytoy i made it home and my constant thought is of you my love i hope your have a nice visit but i ca wait till you come home to me kiss
2403,0,36,9,congrat kano whr s the treat maga
2404,0,20,5,who u talk about
2405,0,6,2,yup
2406,0,150,40,u wake up alreadi wat u do u pick us up later rite i take sq825 reach ard 7 smth 8 like dat u can check e arriv time c ya soon
2407,0,73,16,yunni i walk in citylink now ü faster come down me veri hungri
2408,0,19,6,er yep sure prop
2409,0,153,36,hiya have u been pay money into my account if so thank got a pleasant surpris when i check my balanc c i do get statement 4 that acc
2410,1,158,35,u have won a nokia 6230 plu a free digit camera thi is what u get when u win our free auction to take part send nokia to 83383 now 16
2411,0,45,15,ok ill send you with in lt decim gt ok
2412,0,54,13,bognor it is should be splendid at thi time of year
2413,0,22,7,in offic da
2414,0,42,14,i onli ask abt e movi u wan ktv oso
2415,0,179,37,misplac your number and wa send text to your old number wonder whi i not heard from you thi year all the best in your mcat got thi number from my atlanta friend
2416,0,80,22,dunno lei i might b eatin wif my fren if ü wan to eat then i wait 4 ü lar
2417,1,99,21,free entri into our weekli comp just send the word win to 80086 now 18 t c
2418,0,46,11,do u noe how 2 send file between 2 comput
2419,0,158,38,mmmmm i love wake to your word thi morn i miss you too my love i hope your day goe well and you are happi i wait for us to be togeth again
2420,0,32,13,jay say he put in lt gt
2421,0,71,18,can you just come in for a sec there somebodi here i want you to see
2422,0,34,8,so the sun is anti sleep medicin
2423,0,104,19,what happen with you have you gotten a job and have you begun registr for perman resid
2424,0,9,3,yup ok
2425,0,95,23,glad it went well come over at 11 then we have plenti of time befor clair goe to work
2426,0,29,9,ok enjoy r u there in home
2427,0,155,34,can you pl pl send me a mail on all you know about rel come to deliv here all you know about cost risk benefit and anyth els thank
2428,0,24,6,you do what all you like
2429,0,41,12,that y we haf to combin n c how lor
2430,0,106,19,the monthli amount is not that terribl and you will not pay anyth till 6month after finish school
2431,0,32,8,hmmm how mani player select
2432,0,112,26,they said if it gon na snow it will start around 8 or 9 pm tonit they are predict an inch of accumul
2433,0,47,15,i dont can you send it to me plu how mode
2434,0,27,7,aiyo pleas ü got time meh
2435,0,30,5,packag all your program well
2436,0,289,71,she is our sister she belong 2 our famili she is d hope of tomorrow pray 4 her who wa fate 4 d shoranur train incid let hold our hand togeth amp fuell by love amp concern prior 2 her grief amp pain pl join in di chain amp pass it stop violenc against women
2437,0,80,17,so are you guy ask that i get that slipper again or it gone with last year
2438,0,70,13,compani is veri is terrif and food is realli nice
2439,1,101,18,text82228 get more rington logo and game from question info
2440,0,122,26,honestli i just made a love cup of tea and promptli drop my key in it and then burnt my finger get them out
2441,0,59,15,yup but not studi surf lor i in e lazi mode today
2442,0,58,18,pleas sen my kind advic pleas come here and tri
2443,0,20,8,i done c ü there
2444,0,27,8,oh fine i be by tonight
2445,0,34,9,ü give me some time to walk there
2446,0,31,9,i reach in ard 20 min ok
2447,1,156,31,freemsg you have been award a free mini digit camera just repli snap to collect your prize quizclub opt out stop sp rwm
2448,0,66,15,fuck babe what happen to you how come you never came back
2449,1,70,15,thi messag is brought to you by gmw and is not connect to the
2450,0,65,13,some friend want me to drive em someplac probabl take a while
2451,0,95,27,i also thk too fast xy suggest one not me u dun wan it go 2 rain leh where got gd
2452,0,32,7,are you still get the good
2453,0,23,4,and mayb some pressi
2454,0,36,11,yeah i am so i leav mayb 7ish
2455,0,144,39,i told her i had a dr appt next week she think i gon na die i told her it just a check noth to be worri about but she did listen
2456,0,30,9,you in your room i need a few
2457,0,28,6,i dont want to hear anyth
2458,0,83,21,hey for me there is no leav on friday wait i will ask my superior and tell you
2459,0,40,7,ultim tor motiv tui achiev korli
2460,0,32,9,from 5 to 2 onli my work time
2461,0,53,16,and don t worri we ll have finish by march ish
2462,0,116,25,the hous is on the water with a dock a boat roll up with a newscast who dabbl in jazz flute behind the wheel
2463,1,160,35,congrat 2 mobil 3g videophon r your call 09063458130 now videochat wid ur mate play java game dload polyph music nolin rentl bx420 ip4 5we 150p
2464,1,153,32,your next amaz xxx picsfree1 video will be sent to you enjoy if one vid is not enough for 2day text back the keyword picsfree1 to get the next video
2465,0,36,8,now that go to ruin your thesi
2466,0,36,10,in sch but neva mind u eat 1st lor
2467,0,37,9,hey what up u sleep all morn
2468,0,54,12,erm i thought the contract ran out the4th of octob
2469,0,46,10,i dunno until when let go learn pilat
2470,1,133,27,u are subscrib to the best mobil content servic in the uk for per ten day until you send stop to helplin 08706091795
2471,0,65,13,yup i elabor on the safeti aspect and some other issu
2472,1,130,32,3 free tarot text find out about your love life now tri 3 for free text chanc to 85555 16 onli after 3 free msg each
2473,0,37,9,goodmorn today i am late for 1hr
2474,0,39,11,hi happi birthday hi hi hi hi hi hi hi
2475,0,44,9,i will be outsid offic take all from there
2476,0,82,17,if you do respond imma assum you still asleep and imma start call n shit
2477,0,23,7,aight see you in a bit
2478,0,155,35,my superior tell that friday is leav for all other depart except our so it will be leav for you ani way call wahe fathima hr and conform it
2479,1,153,32,join the uk horniest dog servic and u can have sex 2nite just sign up and follow the instruct txt entri to 69888 now 150p
2480,0,153,38,lol i have to take it member how i said my aunt flow did visit for 6 month it caus i develop ovarian cyst bc is the onli way to shrink them
2481,0,44,12,still work go on it is veri small hous
2482,0,117,36,my friend just got here and say he up hi order by a few gram he got lt gt when can you get here
2483,0,55,13,tmr timin still da same wat co i got lesson until 6
2484,0,124,32,that s the thing with ape u can fight to the death to keep someth but the minut they have it when u let go that it
2485,0,109,31,no i not gon na be abl to too late notic i be home in a few week anyway what are the plan
2486,0,65,18,got fujitsu ibm hp toshiba got a lot of model how to say
2487,0,16,4,oki thanx
2488,0,50,13,gosh that what a pain spose i better come then
2489,0,46,15,as usual iam fine happi amp do well
2490,0,4,1,oki
2491,0,35,8,so when you gon na get rimac access
2492,0,95,21,im at arestaur eat squid i will be out about wan na dosometh or is that to late
2493,0,57,13,you call time job today ok umma and ask them to speed up
2494,0,132,30,hello wen u finish fanci meetin up wiv u all tonit as i need a break from dabook did 4 hr last today of wrk
2495,0,56,17,r u sam p in eachoth if we meet we can go 2 my hous
2496,0,62,18,yeah lol luckili i did have a star role like you
2497,0,25,6,hello madam how are you
2498,0,38,8,awesom text me when you restock
2499,1,154,31,knock knock txt whose there to 80082 to enter r weekli draw 4 a gift voucher 4 a store of yr choic t cs age16 to
2500,0,32,12,ye it all innoc fun o
2501,0,49,8,thank for send thi mental abil question
2502,0,243,59,sir hope your day is go smoothli i realli hope i wont have to bother you about thi i have some bill that i ca settl thi month i am out of all extra cash i know thi is a challeng time for you also but i have to let you know
2503,0,42,16,2marrow onli wed at lt gt to 2 aha
2504,0,41,12,i went to ur hon lab but no one is there
2505,0,81,20,hey pple 700 or 900 for 5 night excel locat wif breakfast hamper
2506,1,173,32,forward from 21870000 hi thi is your mailbox messag sm alert you have 40 match pleas call back on 09056242159 to retriev your messag and match
2507,0,9,3,how come
2508,0,136,34,lol nah wa too bad thank it good to b home but it been quit a realiti check how ur day been did u do anyth with websit
2509,0,9,3,ok lor
2510,0,25,7,i come home 4 dinner
2511,0,27,13,s da al r abov lt gt
2512,1,106,23,free ring tone just text poli to then everi week get a new tone 0870737910216yr onli
2513,0,45,9,unni thank you dear for the recharg rakhesh
2514,0,115,24,i know i lack on most of thi particular dramastorm detail but for the most part i not worri about that
2515,0,65,16,haha they cant what at the most tmr forfeit haha so how
2516,0,139,41,hey there glad u r better now i hear u treat urself to a digi cam is it good we r off at 9pm have a fab new year c u in coupla wk
2517,0,28,8,no way i go back there
2518,1,153,31,urgent your mobil no 077xxx won a bonu caller prize on thi is the 2nd attempt to reach you call 09066362206 asap box97n7qp 150ppm
2519,0,30,8,i will cal you sir in meet
2520,0,53,14,that what i love to hear v see you sundayish then
2521,0,59,14,sorri da thangam veri veri sorri i am held up with prasad
2522,0,44,8,tiwari to between bang and kochi
2523,0,26,7,thank god they are in bed
2524,0,85,20,no i do have cancer mom make a big deal out of a regular checkup aka pap smear
2525,0,23,5,am in gobi art colleg
2526,0,27,7,whi she want to talk to me
2527,0,47,8,pandi join 4w technolog got job
2528,1,146,30,you are guarante the latest nokia phone a 40gb ipod mp3 player or a prize txt word collect to no 83355 ibhltd ldnw15h
2529,0,49,14,they can tri they can get lost in fact tee hee
2530,0,32,8,my friend use to call the same
2531,0,107,22,em it olowoyey have a great time in argentina not sad about secretari everyth is a bless
2532,0,46,13,it a taxt massag argh ok lool
2533,0,96,29,hi can i pleas get a lt gt dollar loan from you pay you back by mid februari pl
2534,0,157,34,you might want to pull out more just in case and just plan on not spend it if you can i do have much confid in derek and taylor money manag
2535,0,50,11,do you like shake your booti on the danc floor
2536,0,63,15,text me when you get off do call my phone have problem
2537,0,29,7,no need for the drug anymor
2538,0,87,23,sorri da i wa thought of call you lot of time lil will call you at noon
2539,0,27,5,it sarcasm scarcasim
2540,0,33,10,great i have to run now so ttyl
2541,0,33,8,feel like tri kadeem again v
2542,0,27,11,dai lt gt naal eruku
2543,0,26,8,not yet chikku wat abt u
2544,0,33,7,want to final have lunch today
2545,0,34,9,do you know when dad will be back
2546,1,130,32,hello darl how are you today i would love to have a chat whi dont you tell me what you look like and what you are in to sexi
2547,1,165,33,8007 free for 1st week no1 nokia tone 4 ur mob everi week just txt nokia to 8007 get txting and tell ur mate pobox 36504 w4 5wq norm
2548,0,29,6,he remain a bro amongst bro
2549,0,30,9,r u meet da ge at nite tmr
2550,0,140,37,wa a nice day and impress i wa sensibl went home earli and now feel fine or am i just bore when your i ca rememb
2551,0,34,11,whi de you look good onli
2552,1,162,36,wan na get laid 2nite want real dog locat sent direct to ur mobil join the uk largest dog network txt park to 69696 now nyt ec2a 3lp
2553,1,130,25,we tri to contact you re your respons to our offer of a new nokia fone and camcord hit repli or call 08000930705 for deliveri
2554,0,117,26,ye they repli my mail i go to the manag offic later plu will in to bank later on wednesday
2555,0,45,17,that cool i come by like lt gt ish
2556,0,27,8,super msg da nalla time
2557,0,153,36,good afternoon my boytoy how are you feel today better i hope are you be my good boy are you my obedi slave do you pleas your queen
2558,0,41,11,i am 6 we will be a good combin
2559,0,136,46,i sick i needi i want you pout stomp feet where are you pout stomp feet i want my slave i want him now
2560,0,56,14,am on a train back from northampton so i afraid not
2561,0,64,15,where in abj are you serv are you stay with dad or alon
2562,0,50,11,wa playng 9 door game and gt race on phone lol
2563,1,136,29,new tone thi week includ 1 ab 2 sara 3 will to order follow instruct on next messag
2564,0,27,8,i on da bu go home
2565,0,106,28,i got a call from a landlin number i am ask to come to anna nagar i will go in the afternoon
2566,0,66,18,i okay chase the dream what good what are you do next
2567,0,54,12,yupz i oredi book slot 4 my weekend liao
2568,1,157,32,urgent we are tri to contact today draw show that you have won a prize guarante call 09050003091 from land line claim c52 valid 12hr onli
2569,0,88,26,there r mani model soni ericson also der lt gt it luk good bt i forgot modl no
2570,0,54,12,ye i know the cheesi song from frosti the snowman
2571,0,56,20,ya ok vikki vl c witin lt gt min and il repli u
2572,1,153,29,sport fan get the latest sport news str 2 ur mobil 1 wk free plu a free tone txt sport on to 8007 norm
2573,0,27,7,hey tmr meet at bugi 930
2574,1,158,33,urgent urgent we have 800 free flight to europ to give away call b4 10th sept take a friend 4 free call now to claim on ba128nnfwfly150ppm
2575,0,95,24,all these nice new shirt and the onli thing i can wear them to is nudist theme you in mu
2576,0,95,26,hey sexi bun what of that day no word from you thi morn on ym i think of you
2577,0,52,13,and whenev you and i see we can still hook up too
2578,0,80,19,nope but i go home now then go pump petrol lor like go 2 rain soon
2579,0,63,13,can you use foreign stamp for whatev you send them off for
2580,1,24,5,from 88066 lost help
2581,0,73,16,oh babi of the hous how come you dont have ani new pictur on facebook
2582,0,165,52,feb lt gt is i love u day send di to all ur valu frnd evn me if 3 come back u gt marri d person u luv if u ignor di u will lose ur luv 4 evr
2583,0,169,43,hiya sorri did hav signal i have seen or heard from and neither ha which is unusu in itself i put on the case and get him to sort it out hug and snog
2584,0,57,13,omw back to tampa from west palm you hear what happen
2585,0,56,13,yup no more alreadi thanx 4 print n hand it up
2586,1,156,34,freemsg fanci a flirt repli date now join the uk fastest grow mobil date servic msg rcvd just 25p to optout txt stop to repli date now
2587,0,113,27,what i mean is do they come chase you out when it over or is it state you can watch as mani movi as you want
2588,0,50,11,s now onli i took tablet reaction morn onli
2589,1,160,33,great new offer doubl min doubl txt on best orang tariff and get latest camera phone 4 free call mobileupd8 free on 08000839402 now or 2stoptxt t cs
2590,0,23,7,nah i a perpetu dd
2591,0,24,7,sorri de i went to shop
2592,1,118,18,hope you enjoy your new content text stop to 61610 to unsubscrib provid by
2593,0,101,24,hey you still want to go for yogasana coz if we end at cine then can go bath and hav the steam bath
2594,0,54,13,nope i not drivin i neva develop da photo lei
2595,0,96,22,i am think of go down to reg for pract lesson flung my advanc haha wat time u go
2596,0,59,20,cool i am lt gt inch long hope you like them big
2597,0,166,35,is the murder coz the man wa murder on lt gt th januari as public holiday all are close includ post offic understand
2598,0,14,4,oki thanx
2599,0,46,13,go where n buy juz buy when we get there lar
2600,0,46,10,i work technic support voic process
2601,0,84,18,it justbeen overa week sinc we broke up and alreadi our brain are go to mush
2602,0,71,18,tund how are you do thi is just wish you a great day abiola
2603,0,19,6,nope c ü then
2604,0,44,10,no but we do medic mission to nigeria
2605,0,46,11,no i am not have not ani movi in my laptop
2606,1,151,32,urgent pleas call 09066612661 from landlin cash or a luxuri 4 canari island holiday await collect t cs sae award 20m12aq 150ppm
2607,1,165,34,urgent pleas call 09066612661 from your landlin your complimentari 4 lux costa del sol holiday or cash await collect ppm 150 sae t cs jame 28 eh74rr
2608,0,28,8,i havent lei next mon can
2609,0,53,11,mm feel sleepi today itself i shall get that dear
2610,0,82,22,how dare you stupid i wont tell anyth to you hear after i wont talk to you
2611,0,25,8,do ü noe if ben is go
2612,0,48,12,can you do a mag meet thi avo at some point
2613,0,29,7,i meant middl left or right
2614,0,41,10,realli i crash out cuddl on my sofa
2615,0,99,23,hi chachi tri call u now unabl to reach u pl give me a miss cal onc u c tiz msg kanagu
2616,0,55,19,i sent you the price and do you mean the lt gt g
2617,0,15,4,noth can
2618,0,119,26,no am work on the ring u thing but have whole hous of scream brat so am pull my hair out love u
2619,0,154,35,but my famili not respond for anyth now am in room not went to home for diwali but no one call me and whi not come it make me feel like die
2620,0,25,7,tick tick tick babe
2621,0,28,8,r ü go 4 today meet
2622,0,29,10,k da how mani page you want
2623,0,28,6,ya had just roast
2624,0,89,18,send hi number and give repli tomorrow morn for whi you said that to him like that ok
2625,0,56,16,you said not now no problem when you can let me know
2626,0,53,15,ok but tell me half an hr b4 u come i need 2 prepar
2627,0,37,11,play w comput aiyah i tok 2 u lor
2628,0,26,6,sat right okay thank
2629,0,129,28,derp which is wors a dude who alway want to parti or a dude who file a complaint about the three drug abus he live with
2630,0,69,18,ok chines food on it way when i get fat you pay for my lipo
2631,0,21,5,we r outsid alreadi
2632,0,89,20,have a good trip watch out for rememb when you get back we must decid about easter
2633,0,37,8,yo we are watch a movi on netflix
2634,0,37,12,what time i m out until prob 3 or so
2635,0,102,26,can meh thgt some will clash realli ah i dun mind i dun seen to have lost ani weight gee
2636,0,50,13,arr birthday today i wish him to get more oscar
2637,0,200,44,open rebtel with firefox when it load just put plu sign in the user name place and it will show you two number the lower number is my number onc you pick that number the pin will display okay
2638,0,41,7,and pick them up from variou point
2639,1,155,29,marri local women look for discreet action now 5 real match instantli to your phone text match to 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx
2640,0,38,9,wow v v impress have fun shop
2641,0,26,8,i am on the way to ur home
2642,1,141,31,burger king wan na play footi at a top stadium get 2 burger king befor 1st sept and go larg or super with and walk out a winner
2643,0,29,7,no problem talk to you later
2644,0,16,5,then ur si how
2645,0,23,4,still in custom place
2646,1,124,28,how come it take so littl time for a child who is afraid of the dark to becom a teenag who want to stay out all night
2647,0,46,14,dude u knw also telugu tht gud k gud nyt
2648,0,31,6,we confirm eat at esplanad
2649,0,28,6,send me your id and password
2650,0,118,26,kind of took it to garag centr part of exhaust need replac part order n take it to be fix tomo morn
2651,1,123,27,for ur chanc to win a cash everi wk txt action to t c custcar 08712405022
2652,0,29,7,well i might not come then
2653,0,63,18,long after i quit i get on onli like 5 minut a day as it is
2654,0,106,21,then it most like call mittelschmertz googl it if you dont have paracetamol dont worri it will go
2655,0,121,29,well at thi right i gon na have to get up and check today steam so text me when you want me to come get you
2656,0,44,13,just arriv see you in a coupl day lt 3
2657,0,22,7,k wat s tht incid
2658,0,22,4,yeah get the unlimit
2659,0,116,27,cthen i thk shd b enuff still got conclus n content pg n refer i b do da content pg n cover pg
2660,0,78,18,forgot it take me 3 year to shower sorri where you phone dead yet
2661,0,57,16,ü got wat to buy tell us then ü no need to come in again
2662,0,43,11,when you are big god will bring success
2663,1,126,26,u ve bin award to play 4 instant cash call 08715203028 to claim everi 9th player win min optout 08718727870
2664,0,116,31,we r stayin here an extra week back next how did we do in the rugbi thi weekend hi to and and c u soon
2665,0,57,13,well there still a bit left if you guy want to tonight
2666,0,45,11,not from thi campu are you in the librari
2667,0,142,44,the affidavit say lt gt e twigg st divis g courtroom lt gt lt time gt am i doubl check and text you again tomorrow
2668,0,32,11,how will i creep on you now
2669,0,79,17,if i get there befor you after your ten billion call and text so help me god
2670,0,63,17,i told him that i return it that should i re order it
2671,0,155,33,is the murder coz the man wa murder on lt gt th januari as public holiday all are close includ post offic
2672,0,29,7,depend on where u go lor
2673,0,145,32,and smile for me right now as you go and the world will wonder what you are smile about and think your crazi and keep away from you grin
2674,1,33,8,freemsg fav xma tone repli real
2675,0,22,8,lil fever now fine
2676,0,32,9,i think it all still in my car
2677,0,10,4,can a not
2678,1,158,30,decemb onli had your mobil you are entitl to updat to the latest colour camera mobil for free call the mobil updat co free on 08002986906
2679,0,61,14,ye princess i want to catch you with my big strong hand
2680,0,57,15,oh yeah i forgot u can onli take 2 out shop at onc
2681,0,36,9,mm so you ask me not to call radio
2682,0,52,11,thinkin about someon is all good no drug for that
2683,0,133,30,enjoy the shower of possess pour on u by ur love one bcoz in thi world of lie it is a golden gift to be love truli
2684,0,55,13,alright if you sure let me know when you leav
2685,0,57,14,some are last as much as 2 hour you might get lucki
2686,0,68,17,geniu what up how your brother pl send hi number to my skype
2687,1,160,30,gr8 poli tone 4 all mob direct 2u rpli with poli titl to 8007 eg poli breathe1 titl crazyin sleepingwith finest ymca pobox365o4w45wq 300p
2688,0,123,32,thk some of em find wtc too far weiyi not goin e rest i dunno yet r ur goin 4 dinner den i might b abl to join
2689,0,111,25,do forget who own you and who privat properti you are and be my good boy alway passion kiss
2690,1,136,24,interflora not too late to order interflora flower for christma call 0800 505060 to place your order befor midnight tomorrow
2691,0,37,10,oh god taken the teeth is it pain
2692,1,152,28,romcapspam everyon around should be respond well to your presenc sinc you are so warm and outgo you are bring in a real breath of sunshin
2693,0,74,20,then u ask darren go n pick u lor but i oso sian tmr haf 2 meet lect
2694,0,47,13,no need to buy lunch for me i eat maggi mee
2695,1,157,31,congratul thank to a good friend u have won the xma prize 2 claim is easi just call 08712103738 now onli 10p per minut
2696,0,149,37,oh right i make sure that i do load of work dure the day got a realli nasti cough today and is dri n shot so that should realli help it
2697,1,160,35,send a logo 2 ur lover 2 name join by a heart txt love name1 name2 mobno eg love adam eve 07123456789 to 87077 yahoo pobox36504w45wq txtno 4 no ad 150p
2698,0,26,6,thanx 4 send me home
2699,0,35,9,it normal hot mail com you see
2700,1,110,21,you won tkt to the euro2004 cup final or cash to collect call 09058099801 b4190604 pobox 7876150ppm
2701,0,29,7,u sick still can go shop
2702,0,131,31,ya they are well and bbd pooja full pimpl even she becom quit black and ur rite here it too cold wear sweatter
2703,0,28,5,is it work
2704,0,23,7,1 reach home call me
2705,0,52,10,were tri to find a chines food place around here
2706,0,53,12,easi mate guess the quick drink wa bit ambiti
2707,0,131,38,babe i miiiiiiissssssssss you i need you i crave you geeee i so sad without you babe i love you
2708,0,11,3,ok thanx
2709,0,88,23,tunji how the queen how are you do thi is just wish you a great day abiola
2710,0,166,43,today iz yellow rose day if u love my frndship give me 1 misscal amp send thi to ur frndz amp see how mani miss call u get if u get 6miss u marri ur lover
2711,0,42,11,will be out of class in a few hour sorri
2712,0,32,8,wat time u finish ur lect today
2713,1,157,38,jamster get the crazi frog sound now for poli text mad1 for real text mad2 to 88888 6 crazi sound for just 3 t c appli
2714,1,151,33,your chanc to be on a realiti fantasi show call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a nation rate call
2715,0,74,21,she fine good to hear from you how are you my dear happi new year oh
2716,0,39,8,are you go to wipro interview today
2717,0,26,6,how tall are you princess
2718,0,57,13,i doubt you could handl 5 time per night in ani case
2719,0,53,13,haha hope ü can hear the receipt sound gd luck
2720,0,94,26,your gon na be the death if me i gon na leav a note that say it all rob fault aveng me
2721,0,276,77,japanes proverb if one can do it u too can do it if none can do it u must do it indian version if one can do it let him do it if none can do it leav it and final kerala version if one can do it stop him do it if none can do it make a strike against it
2722,0,82,21,today i not workin but not free oso gee thgt u workin at ur fren shop
2723,0,160,34,in life when you face choic just toss a coin not becoz it settl the question but while the coin in the air u will know what your heart is hope for gudni8
2724,0,60,16,i want to be there so i can kiss you and feel you next to me
2725,0,51,12,i am not at all happi with what you say or do
2726,1,52,10,adult 18 content your video will be with you shortli
2727,0,138,40,ok that would b love if u r sure think about wot u want to do drinkin dancin eatin cinema in out about up to u wot about
2728,0,104,23,what i say is if you have explicitli told nora i know someon i probabl just not gon na bother
2729,0,29,7,smith wast wan na gayl
2730,0,142,34,mum i sent you mani mani messag sinc i got here i just want to know that you are actual get them do enjoy the rest of your day
2731,0,40,13,aight tomorrow around lt gt it is
2732,1,152,34,your chanc to be on a realiti fantasi show call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a nation rate call
2733,0,130,34,i actual did for the first time in a while i went to bed not too long after i spoke with you woke up at how wa your night
2734,0,15,4,see you there
2735,0,31,6,i dont understand your messag
2736,0,52,12,crucifi is c not you should have told me earlier
2737,0,234,52,idk you keep say that you not but sinc he move we keep but head over freedom respons and i tire i have so much other shit to deal with that i bare keep myself togeth onc thi get ad to it
2738,0,50,12,fuck cedar key and fuck her come over anyway tho
2739,0,103,22,twenti past five he said will thi train have been to durham alreadi or not coz i am in a reserv seat
2740,1,140,33,hey boy want hot xxx pic sent direct 2 ur phone txt porn to 69855 24hr free and then just 50p per day to stop text stopbcm sf wc1n3xx
2741,0,25,6,u still paint ur wall
2742,0,49,11,printer is cool i mean groovi wine is groovi
2743,0,47,11,hi harish rent ha been transfr to ur acnt
2744,0,27,6,anyth lor is she come
2745,0,77,19,cbe is realli good nowaday lot of shop and showroom citi is shape good
2746,0,27,6,ü still attend da talk
2747,0,34,10,no prob hon how u doinat the mo
2748,0,22,7,k i take care of it
2749,0,95,24,i take it we did have the phone callon friday can we assum we wo have it thi year now
2750,0,22,5,my batteri is low babe
2751,0,54,12,shuhui ha bought ron present it a swatch watch
2752,0,67,17,yeah there quit a bit left i swing by tomorrow when i get up
2753,0,73,18,babe you said 2 hour and it been almost 4 is your internet down
2754,0,56,15,k i be sure to get up befor noon and see what what
2755,0,32,10,k k yesterday i wa in cbe
